catalogNo,Island,genetic_ID,Sex,Prep,total_length,tail_length,hindfoot,ear_from_notch,immature,pregnant,MamCollector,MamPreparator,LocPreciseLocation,,MamDateCollDate,Month,Day,Year
6633,SCL,NA,M,SS,203,101,25,24,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6634,SCL,NA,F,SS,207,105,25,24,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6635,SCL,NA,M,SS,208,106,25,24,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/5/1939,12,5,1939
6636,SCL,NA,M,SS,198,94,22,19,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Cove,,11/13/1939,11,13,1939
6637,SCL,NA,M,SS,185,90,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Cove,,11/13/1939,11,13,1939
6638,SCL,NA,F,SS,196,92,22,19,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Cove,,11/13/1939,11,13,1939
6639,SCL,NA,F,SS,187,91,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Cove,,11/13/1939,11,13,1939
6640,SCL,NA,M,SS,190,94,22,19,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Cove,,11/14/1939,11,14,1939
6641,SCL,NA,F,SS,190,90,22,20,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/15/1939,11,15,1939
6642,SCL,NA,F,SS,198,95,22,21,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/15/1939,11,15,1939
6643,SCL,NA,M,SS,200,98,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/16/1939,11,16,1939
6644,SCL,NA,F,SS,195,92,22,19,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/16/1939,11,16,1939
6645,SCL,NA,F,SS,190,93,22,19,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Point,,11/16/1939,11,16,1939
6646,SCL,NA,M,SS,188,91,22,19,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Point,,11/16/1939,11,16,1939
6647,SCL,NA,M,SS,189,90,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Point,,11/17/1939,11,17,1939
6648,SCL,NA,M,SS,200,94,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/17/1939,11,17,1939
6649,SCL,NA,M,SS,197,95,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/18/1939,11,18,1939
6650,SCL,NA,M,SS,193,91,22,19,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Canyon,,11/18/1939,11,18,1939
6651,SCL,NA,M,SS,190,88,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6652,SCL,NA,M,SS,194,93,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6653,SCL,NA,M,SS,193,91,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6654,SCL,NA,M,SS,197,95,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6655,SCL,NA,M,SS,192,89,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6656,SCL,NA,F,SS,198,96,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6657,SCL,NA,M,SS,193,90,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/23/1939,11,23,1939
6658,SCL,NA,M,SS,185,83,21,19,TRUE,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/23/1939,11,23,1939
6659,SCL,NA,F,SS,195,93,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/23/1939,11,23,1939
6660,SCL,NA,F,SS,192,90,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/24/1939,11,24,1939
6661,SCL,NA,M,SS,198,94,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Mesa,,11/25/1939,11,25,1939
6662,SCL,NA,M,SS,195,92,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Mesa,,11/25/1939,11,25,1939
6663,SCL,NA,M,SS,194,90,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Mesa,,11/25/1939,11,25,1939
6664,SCL,NA,F,SS,200,97,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach Mesa,,11/25/1939,11,25,1939
6665,SCL,NA,M,SS,204,100,23,21,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6666,SCL,NA,M,SS,198,94,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6667,SCL,NA,M,SS,200,96,23,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6668,SCL,NA,F,SS,197,94,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6669,SCL,NA,F,SS,192,90,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/28/1939,11,28,1939
6670,SCL,NA,M,SS,190,88,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/28/1939,11,28,1939
6671,SCL,NA,F,SS,199,97,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/29/1939,11,29,1939
6672,SCL,NA,M,SS,200,98,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6673,SCL,NA,F,SS,197,95,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6674,SCL,NA,F,SS,196,94,22,20,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6675,SCL,NA,M,SS,175,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6676,SCL,NA,M,SS,173,72,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6677,SCL,NA,M,SS,176,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6678,SCL,NA,M,SS,177,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6679,SCL,NA,M,SS,174,74,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6680,SCL,NA,M,SS,172,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6681,SCL,NA,M,SS,169,70,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6682,SCL,NA,M,SS,170,70,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6683,SCL,NA,M,SS,173,72,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6684,SCL,NA,M,SS,175,73,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6685,SCL,NA,M,SS,168,69,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6686,SCL,NA,M,SS,174,73,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6687,SCL,NA,F,SS,180,82,21,17,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6688,SCL,NA,F,SS,179,80,21,17,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6689,SCL,NA,F,SS,178,78,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6690,SCL,NA,F,SS,179,81,21,17,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6691,SCL,NA,M,SS,184,90,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/12/1939,11,12,1939
6692,SCL,NA,F,SS,175,77,21,16,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/13/1939,11,13,1939
6693,SCL,NA,F,SS,172,74,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/13/1939,11,13,1939
6694,SCL,NA,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/14/1939,11,14,1939
6695,SCL,NA,M,SS,173,77,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/15/1939,11,15,1939
6696,SCL,NA,M,SS,172,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/15/1939,11,15,1939
6697,SCL,NA,M,SS,178,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/15/1939,11,15,1939
6698,SCL,NA,F,SS,174,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/15/1939,11,15,1939
6699,SCL,NA,F,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/15/1939,11,15,1939
6700,SCL,NA,F,SS,172,75,21,17,,TRUE,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/16/1939,11,16,1939
6701,SCL,NA,M,SS,173,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/17/1939,11,17,1939
6702,SCL,NA,M,SS,173,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/18/1939,11,18,1939
6703,SCL,NA,M,SS,175,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/18/1939,11,18,1939
6704,SCL,NA,F,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/18/1939,11,18,1939
6705,SCL,NA,M,SS,170,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6706,SCL,NA,M,SS,168,71,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6707,SCL,NA,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6708,SCL,NA,M,SS,171,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6709,SCL,NA,M,SS,176,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6710,SCL,NA,F,SS,167,70,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6711,SCL,NA,F,SS,168,72,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6712,SCL,NA,F,SS,165,71,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6713,SCL,NA,F,SS,176,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/20/1939,11,20,1939
6714,SCL,NA,M,SS,170,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/21/1939,11,21,1939
6715,SCL,NA,M,SS,172,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/21/1939,11,21,1939
6716,SCL,NA,M,SS,171,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/21/1939,11,21,1939
6717,SCL,NA,F,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/21/1939,11,21,1939
6718,SCL,NA,F,SS,178,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/21/1939,11,21,1939
6719,SCL,NA,F,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6720,SCL,NA,F,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6721,SCL,manic,F,SS,174,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6722,SCL,manic,F,SS,180,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6723,SCL,manic,M,SS,170,72,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6724,SCL,manic,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6725,SCL,NA,M,SS,173,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6726,SCL,NA,M,SS,174,77,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6727,SCL,NA,M,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6728,SCL,NA,M,SS,176,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6729,SCL,NA,M,SS,170,73,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6730,SCL,NA,M,SS,170,74,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6731,SCL,NA,M,SS,170,72,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6732,SCL,NA,M,SS,173,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/22/1939,11,22,1939
6733,SCL,NA,M,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/23/1939,11,23,1939
6734,SCL,NA,M,SS,172,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/23/1939,11,23,1939
6735,SCL,NA,F,SS,172,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/23/1939,11,23,1939
6736,SCL,NA,F,SS,170,73,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/23/1939,11,23,1939
6737,SCL,NA,M,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Creek Basin,,11/24/1939,11,24,1939
6738,SCL,NA,M,SS,173,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,11/24/1939,11,24,1939
6739,SCL,NA,M,SS,174,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6740,SCL,NA,M,SS,173,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6741,SCL,NA,M,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6742,SCL,NA,M,SS,170,73,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6743,SCL,NA,F,SS,178,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6744,SCL,NA,F,SS,176,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6745,SCL,NA,F,SS,170,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6746,SCL,NA,F,SS,171,73,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6747,SCL,NA,F,SS,172,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/25/1939,11,25,1939
6748,SCL,NA,M,SS,180,82,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6749,SCL,NA,M,SS,173,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6750,SCL,NA,M,SS,178,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6751,SCL,NA,M,SS,170,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6752,SCL,NA,M,SS,174,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6753,SCL,NA,M,SS,178,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6754,SCL,NA,F,SS,175,77,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6755,SCL,NA,F,SS,173,76,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/26/1939,11,26,1939
6756,SCL,NA,M,SS,176,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/27/1939,11,27,1939
6757,SCL,NA,F,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/27/1939,11,27,1939
6758,SCL,NA,M,SS,178,81,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/27/1939,11,27,1939
6759,SCL,NA,M,SS,174,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/28/1939,11,28,1939
6760,SCL,NA,M,SS,147,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/28/1939,11,28,1939
6761,SCL,NA,M,SS,173,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/28/1939,11,28,1939
6762,SCL,NA,M,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/28/1939,11,28,1939
6763,SCL,NA,F,SS,170,73,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Point,,11/28/1939,11,28,1939
6764,SCL,NA,F,SS,170,74,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Zilch Islet,,11/29/1939,11,29,1939
6765,SCL,NA,F,SS,172,74,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Zilch Islet,,11/29/1939,11,29,1939
6766,SCL,NA,M,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Zilch Islet,,11/29/1939,11,29,1939
6767,SCL,NA,M,SS,174,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Zilch Islet,,11/29/1939,11,29,1939
6768,SCL,NA,F,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/29/1939,11,29,1939
6769,SCL,NA,M,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,11/29/1939,11,29,1939
6770,SCL,NA,M,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/30/1939,11,30,1939
6771,SCL,NA,M,SS,176,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Big Dog Mesa,,11/30/1939,11,30,1939
6772,SCL,NA,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/3/1939,12,3,1939
6773,SCL,NA,M,SS,178,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/3/1939,12,3,1939
6774,SCL,NA,F,SS,174,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/3/1939,12,3,1939
6775,SCL,NA,F,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/3/1939,12,3,1939
6776,SCL,NA,F,SS,176,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/3/1939,12,3,1939
6777,SCL,NA,M,SS,178,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6778,SCL,NA,M,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6779,SCL,NA,M,SS,174,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6780,SCL,NA,F,SS,173,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/4/1939,12,4,1939
6781,SCL,NA,M,SS,174,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/5/1939,12,5,1939
6782,SCL,NA,F,SS,173,75,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; China Canyon,,12/5/1939,12,5,1939
6783,SCL,NA,M,SS,175,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,12/6/1939,12,6,1939
6784,SCL,NA,M,SS,177,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,12/6/1939,12,6,1939
6785,SCL,NA,F,SS,176,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,12/6/1939,12,6,1939
6786,SCL,NA,F,SS,174,76,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,12/6/1939,12,6,1939
6787,SCL,NA,F,SS,174,77,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,12/7/1939,12,7,1939
6788,SCL,NA,M,SS,176,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Horse Beach,,12/7/1939,12,7,1939
6789,SCL,manic,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Clemente Id; Wilson's Cove,,12/9/1939,12,9,1939
6820,SBI,NA,M,SS,165,73,21,17,,,"Kanakoff, G P","von Bloeker, J C",Santa Barbara Id,,3/22/1940,3,22,1940
6847,SNI,NA,M,SS,178,82,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6848,SNI,NA,M,SS,174,77,20,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6849,SNI,NA,M,SS,167,72,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6850,SNI,NA,M,SS,180,84,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6851,SNI,NA,M,SS,182,85,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6852,SNI,NA,M,SS,175,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6853,SNI,NA,F,SS,179,82,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6854,SNI,NA,F,SS,182,84,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6855,SNI,NA,M,SS,152,66,20,15,TRUE,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6856,SNI,NA,F,SS,140,62,20,14,TRUE,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/13/1940,4,13,1940
6857,SNI,NA,F,SS,175,79,21,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/14/1940,4,14,1940
6858,SNI,NA,F,SS,157,69,20,16,TRUE,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/14/1940,4,14,1940
6859,SNI,NA,M,SS,182,85,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/14/1940,4,14,1940
6860,SNI,NA,M,SS,175,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/14/1940,4,14,1940
6861,SNI,NA,M,SS,184,86,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/14/1940,4,14,1940
6862,SNI,NA,M,SS,176,80,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/14/1940,4,14,1940
6863,SNI,NA,M,SS,188,92,22,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/15/1940,4,15,1940
6867,SNI,NA,M,SS,173,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/18/1940,4,18,1940
6868,SNI,NA,M,SS,166,74,20,16,TRUE,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/18/1940,4,18,1940
6869,SNI,NA,M,SS,160,71,20,16,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/18/1940,4,18,1940
6871,SNI,NA,M,SS,174,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/19/1940,4,19,1940
6872,SNI,NA,F,SS,180,84,21,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/19/1940,4,19,1940
6873,SNI,NA,F,SS,178,83,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/21/1940,4,21,1940
6874,SNI,NA,F,SS,175,79,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/21/1940,4,21,1940
6875,SNI,NA,F,SS,190,95,22,18,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/21/1940,4,21,1940
6876,SNI,NA,M,SS,145,78,21,17,,,"von Bloeker, J C","von Bloeker, J C",San Nicolas Id,,4/22/1940,4,22,1940
